,file_name,wave,note,octave,note_octave,freq,attack_duration,decay_duration,sustain_level,release_duration
71,sine/ads_F♯4_72.wav,sine/ads,F♯,4,F♯4,369.9944227116344,0.84,2.142857142857143,0.6521739130434783,2
72,sine/ads_A♯6_73.wav,sine/ads,A♯,6,A♯6,1864.6550460723597,0.7,7.142857142857143,0.782608695652174,2
73,sine/ads_F♯5_74.wav,sine/ads,F♯,5,F♯5,739.9888454232688,0.24,7.5,0.4782608695652174,2
74,sine/ads_A♯4_75.wav,sine/ads,A♯,4,A♯4,466.1637615180899,0.2,25.0,0.5652173913043478,2
75,sine/ads_G♯2_76.wav,sine/ads,G♯,2,G♯2,103.82617439498628,0.24,13.333333333333332,0.5217391304347826,2
76,sine/ads_F♯4_77.wav,sine/ads,F♯,4,F♯4,369.9944227116344,0.72,2.5,0.6086956521739131,2
77,sine/ads_A2_78.wav,sine/ads,A,2,A2,110.0,0.18,22.5,0.5217391304347826,2
78,sine/ads_A♯6_79.wav,sine/ads,A♯,6,A♯6,1864.6550460723597,0.7,7.142857142857143,0.782608695652174,2
79,sine/ads_B2_80.wav,sine/ads,B,2,B2,123.47082531403103,0.55,11.0,0.7391304347826086,2
80,sine/ads_A♯6_81.wav,sine/ads,A♯,6,A♯6,1864.6550460723597,1.8,2.7777777777777777,0.9130434782608695,2
81,sine/ads_F♯6_82.wav,sine/ads,F♯,6,F♯6,1479.9776908465376,0.24,7.5,0.4782608695652174,2
82,sine/ads_G♯2_83.wav,sine/ads,G♯,2,G♯2,103.82617439498628,1.6,2.0,0.8695652173913043,2
83,sine/ads_D♯4_84.wav,sine/ads,D♯,4,D♯4,311.1269837220809,0.36,1.25,0.4782608695652174,2
84,sine/ads_G5_85.wav,sine/ads,G,5,G5,783.9908719634985,1.12,2.1875,0.7391304347826086,2
85,sine/ads_D2_86.wav,sine/ads,D,2,D2,73.41619197935188,0.12,1.6666666666666665,0.391304347826087,2
86,sine/ads_E6_87.wav,sine/ads,E,6,E6,1318.5102276514797,0.08,10.0,0.30434782608695654,2
87,sine/ads_E4_88.wav,sine/ads,E,4,E4,329.6275569128699,0.16,5.0,0.391304347826087,2
88,sine/ads_A5_89.wav,sine/ads,A,5,A5,880.0,0.9,4.5,0.8695652173913043,2
89,sine/ads_C♯3_90.wav,sine/ads,C♯,3,C♯3,138.59131548843604,0.08,0.625,0.30434782608695654,2
90,sine/ads_C4_91.wav,sine/ads,C,4,C4,261.6255653005986,0.0,0.0,0.17391304347826086,2
91,sine/ads_G5_92.wav,sine/ads,G,5,G5,783.9908719634985,0.14,17.5,0.43478260869565216,2
92,sine/ads_D♯5_93.wav,sine/ads,D♯,5,D♯5,622.2539674441618,0.3,1.5,0.6086956521739131,2
93,sine/ads_D♯6_94.wav,sine/ads,D♯,6,D♯6,1244.5079348883237,0.15,3.0,0.391304347826087,2
94,sine/ads_D2_95.wav,sine/ads,D,2,D2,73.41619197935188,0.02,10.0,0.17391304347826086,2
95,sine/ads_C♯5_96.wav,sine/ads,C♯,5,C♯5,554.3652619537442,0.06,0.8333333333333333,0.2608695652173913,2
96,sine/ads_C♯6_97.wav,sine/ads,C♯,6,C♯6,1108.7305239074883,0.2,0.25,0.5652173913043478,2
97,sine/ads_A3_98.wav,sine/ads,A,3,A3,220.0,0.45,9.0,0.6521739130434783,2
98,sine/ads_D♯4_99.wav,sine/ads,D♯,4,D♯4,311.1269837220809,0.24,1.875,0.391304347826087,2
99,sine/ads_G♯6_100.wav,sine/ads,G♯,6,G♯6,1661.2187903197805,0.32,10.0,0.5217391304347826,2
100,sine/ads_F6_101.wav,sine/ads,F,6,F6,1396.9129257320155,0.7,1.7857142857142858,0.6086956521739131,2
101,sine/ads_D4_102.wav,sine/ads,D,4,D4,293.6647679174076,0.2,1.0,0.5652173913043478,2
102,sine/ads_C3_103.wav,sine/ads,C,3,C3,130.8127826502993,0.0,0.0,0.2608695652173913,2
103,sine/ads_F3_104.wav,sine/ads,F,3,F3,174.61411571650194,0.9,1.3888888888888888,0.6956521739130435,2
104,sine/ads_B5_105.wav,sine/ads,B,5,B5,987.7666025122483,2.2,2.75,1.0,2
105,sine/ads_B4_106.wav,sine/ads,B,4,B4,493.8833012561241,0.66,9.166666666666666,0.6956521739130435,2
106,sine/ads_E5_107.wav,sine/ads,E,5,E5,659.2551138257398,0.4,2.0,0.4782608695652174,2
107,sine/ads_A3_108.wav,sine/ads,A,3,A3,220.0,0.09,45.0,0.4782608695652174,2
108,sine/ads_F2_109.wav,sine/ads,F,2,F2,87.30705785825097,0.05,25.0,0.30434782608695654,2
109,sine/ads_A6_110.wav,sine/ads,A,6,A6,1760.0,0.18,22.5,0.5217391304347826,2
110,sine/ads_G5_111.wav,sine/ads,G,5,G5,783.9908719634985,0.7,3.5,0.782608695652174,2
111,sine/ads_G♯4_112.wav,sine/ads,G♯,4,G♯4,415.3046975799451,0.64,5.0,0.6086956521739131,2
112,sine/ads_D♯2_113.wav,sine/ads,D♯,2,D♯2,77.78174593052023,0.54,0.8333333333333333,0.6086956521739131,2
113,sine/ads_G3_114.wav,sine/ads,G,3,G3,195.99771799087463,0.7,3.5,0.6086956521739131,2
114,sine/ads_A♯6_115.wav,sine/ads,A♯,6,A♯6,1864.6550460723597,0.2,25.0,0.5652173913043478,2
115,sine/ads_D♯4_116.wav,sine/ads,D♯,4,D♯4,311.1269837220809,0.24,1.875,0.5217391304347826,2
116,sine/ads_G3_117.wav,sine/ads,G,3,G3,195.99771799087463,0.84,2.916666666666667,0.6521739130434783,2
117,sine/ads_E6_118.wav,sine/ads,E,6,E6,1318.5102276514797,0.04,20.0,0.2608695652173913,2
118,sine/ads_D♯5_119.wav,sine/ads,D♯,5,D♯5,622.2539674441618,0.3,1.5,0.43478260869565216,2
119,sine/ads_F4_120.wav,sine/ads,F,4,F4,349.2282314330039,0.3,4.166666666666667,0.5217391304347826,2
120,sine/ads_D3_121.wav,sine/ads,D,3,D3,146.8323839587038,0.12,1.6666666666666665,0.391304347826087,2
121,sine/ads_G♯4_122.wav,sine/ads,G♯,4,G♯4,415.3046975799451,0.32,10.0,0.5652173913043478,2
122,sine/ads_C♯3_123.wav,sine/ads,C♯,3,C♯3,138.59131548843604,0.14,0.3571428571428571,0.43478260869565216,2
123,sine/ads_A2_124.wav,sine/ads,A,2,A2,110.0,0.72,5.625,0.782608695652174,2
124,sine/ads_F2_125.wav,sine/ads,F,2,F2,87.30705785825097,0.4,3.125,0.6086956521739131,2
125,sq/ads_A♯5_1.wav,sq/ads,A♯,5,A♯5,932.3275230361799,0.8,6.25,0.8260869565217391,2
126,sq/ads_B3_2.wav,sq/ads,B,3,B3,246.94165062806206,1.32,4.583333333333333,0.8260869565217391,2
127,sq/ads_C♯2_3.wav,sq/ads,C♯,2,C♯2,69.29565774421802,0.06,0.8333333333333333,0.34782608695652173,2
128,sq/ads_C♯3_4.wav,sq/ads,C♯,3,C♯3,138.59131548843604,0.09,0.5555555555555556,0.4782608695652174,2
129,sq/ads_C♯4_5.wav,sq/ads,C♯,4,C♯4,277.1826309768721,0.05,1.0,0.30434782608695654,2
130,sq/ads_D5_6.wav,sq/ads,D,5,D5,587.3295358348151,0.32,0.625,0.5217391304347826,2
131,sq/ads_E4_7.wav,sq/ads,E,4,E4,329.6275569128699,0.24,3.333333333333333,0.4782608695652174,2
132,sq/ads_F6_8.wav,sq/ads,F,6,F6,1396.9129257320155,1.0,1.25,0.7391304347826086,2
133,sq/ads_B3_9.wav,sq/ads,B,3,B3,246.94165062806206,0.44,13.75,0.6521739130434783,2
134,sq/ads_D2_10.wav,sq/ads,D,2,D2,73.41619197935188,0.16,1.25,0.4782608695652174,2
135,sq/ads_G♯6_11.wav,sq/ads,G♯,6,G♯6,1661.2187903197805,1.6,2.0,0.8695652173913043,2
136,sq/ads_E4_12.wav,sq/ads,E,4,E4,329.6275569128699,0.2,4.0,0.43478260869565216,2
137,sq/ads_C♯4_13.wav,sq/ads,C♯,4,C♯4,277.1826309768721,0.09,0.5555555555555556,0.4782608695652174,2
138,sq/ads_F4_14.wav,sq/ads,F,4,F4,349.2282314330039,0.5,2.5,0.6956521739130435,2
139,sq/ads_G♯3_15.wav,sq/ads,G♯,3,G♯3,207.65234878997256,0.16,20.0,0.4782608695652174,2
140,sq/ads_A♯6_16.wav,sq/ads,A♯,6,A♯6,1864.6550460723597,1.0,5.0,0.9130434782608695,2
141,sq/ads_E6_17.wav,sq/ads,E,6,E6,1318.5102276514797,0.04,20.0,0.2608695652173913,2
142,sq/ads_C4_18.wav,sq/ads,C,4,C4,261.6255653005986,0.0,0.0,0.43478260869565216,2
143,sq/ads_E5_19.wav,sq/ads,E,5,E5,659.2551138257398,0.12,6.666666666666666,0.34782608695652173,2
144,sq/ads_F♯4_20.wav,sq/ads,F♯,4,F♯4,369.9944227116344,0.12,15.0,0.391304347826087,2
145,sq/ads_G5_21.wav,sq/ads,G,5,G5,783.9908719634985,0.28,8.75,0.5217391304347826,2
146,sq/ads_A2_22.wav,sq/ads,A,2,A2,110.0,0.45,9.0,0.6521739130434783,2
147,sq/ads_B6_23.wav,sq/ads,B,6,B6,1975.533205024496,1.1,5.5,0.782608695652174,2
148,sq/ads_F5_24.wav,sq/ads,F,5,F5,698.4564628660078,0.9,1.3888888888888888,0.6956521739130435,2
149,sq/ads_D5_25.wav,sq/ads,D,5,D5,587.3295358348151,0.24,0.8333333333333333,0.43478260869565216,2
150,sq/ads_F5_26.wav,sq/ads,F,5,F5,698.4564628660078,0.3,4.166666666666667,0.5217391304347826,2
151,sq/ads_G3_27.wav,sq/ads,G,3,G3,195.99771799087463,0.98,2.5,0.6956521739130435,2
152,sq/ads_E3_28.wav,sq/ads,E,3,E3,164.81377845643496,0.24,3.333333333333333,0.391304347826087,2
153,sq/ads_A4_29.wav,sq/ads,A,4,A4,440.0,0.72,5.625,0.6521739130434783,2
154,sq/ads_F♯2_30.wav,sq/ads,F♯,2,F♯2,92.4986056779086,0.54,3.333333333333333,0.6956521739130435,2
155,sq/ads_F6_31.wav,sq/ads,F,6,F6,1396.9129257320155,0.3,4.166666666666667,0.43478260869565216,2
156,sq/ads_A2_32.wav,sq/ads,A,2,A2,110.0,1.44,2.8125,0.8260869565217391,2
157,sq/ads_C♯3_33.wav,sq/ads,C♯,3,C♯3,138.59131548843604,0.08,0.625,0.30434782608695654,2
158,sq/ads_E5_34.wav,sq/ads,E,5,E5,659.2551138257398,0.8,1.0,0.6956521739130435,2
159,sq/ads_G4_35.wav,sq/ads,G,4,G4,391.99543598174927,1.12,2.1875,0.7391304347826086,2
160,sq/ads_F♯6_36.wav,sq/ads,F♯,6,F♯6,1479.9776908465376,0.48,3.75,0.6521739130434783,2
161,sq/ads_G6_37.wav,sq/ads,G,6,G6,1567.981743926997,1.4,1.75,0.8260869565217391,2
162,sq/ads_A5_38.wav,sq/ads,A,5,A5,880.0,0.45,9.0,0.6521739130434783,2
163,sq/ads_F♯2_39.wav,sq/ads,F♯,2,F♯2,92.4986056779086,0.48,3.75,0.5217391304347826,2
164,sq/ads_A4_40.wav,sq/ads,A,4,A4,440.0,0.45,9.0,0.6521739130434783,2
165,sq/ads_C4_41.wav,sq/ads,C,4,C4,261.6255653005986,0.0,0.0,0.30434782608695654,2
166,sq/ads_E5_42.wav,sq/ads,E,5,E5,659.2551138257398,0.32,2.5,0.43478260869565216,2
167,sq/ads_C2_43.wav,sq/ads,C,2,C2,65.40639132514966,0.0,0.0,0.30434782608695654,2
168,sq/ads_C♯5_44.wav,sq/ads,C♯,5,C♯5,554.3652619537442,0.1,0.5,0.5217391304347826,2
169,sq/ads_D5_45.wav,sq/ads,D,5,D5,587.3295358348151,0.16,1.25,0.34782608695652173,2
170,sq/ads_D4_46.wav,sq/ads,D,4,D4,293.6647679174076,0.24,0.8333333333333333,0.43478260869565216,2
171,sq/ads_G♯2_47.wav,sq/ads,G♯,2,G♯2,103.82617439498628,0.64,5.0,0.6086956521739131,2
172,sq/ads_A♯3_48.wav,sq/ads,A♯,3,A♯3,233.08188075904496,0.4,12.5,0.6086956521739131,2
173,sq/ads_D♯6_49.wav,sq/ads,D♯,6,D♯6,1244.5079348883237,0.27,1.6666666666666665,0.5652173913043478,2
174,sq/ads_F3_50.wav,sq/ads,F,3,F3,174.61411571650194,0.3,4.166666666666667,0.5217391304347826,2
175,sq/ads_C♯2_51.wav,sq/ads,C♯,2,C♯2,69.29565774421802,0.05,1.0,0.30434782608695654,2
176,sq/ads_G5_52.wav,sq/ads,G,5,G5,783.9908719634985,0.42,5.833333333333334,0.5217391304347826,2
177,sq/ads_C♯6_53.wav,sq/ads,C♯,6,C♯6,1108.7305239074883,0.04,1.25,0.2608695652173913,2
178,sq/ads_G6_54.wav,sq/ads,G,6,G6,1567.981743926997,0.07,35.0,0.391304347826087,2
179,sq/ads_A♯2_55.wav,sq/ads,A♯,2,A♯2,116.54094037952248,1.2,4.166666666666667,0.782608695652174,2
180,sq/ads_C♯4_56.wav,sq/ads,C♯,4,C♯4,277.1826309768721,0.09,0.5555555555555556,0.4782608695652174,2
181,sq/ads_A6_57.wav,sq/ads,A,6,A6,1760.0,0.63,6.428571428571429,0.7391304347826086,2
182,sq/ads_D5_58.wav,sq/ads,D,5,D5,587.3295358348151,0.02,10.0,0.17391304347826086,2
183,sq/ads_F♯4_59.wav,sq/ads,F♯,4,F♯4,369.9944227116344,0.84,2.142857142857143,0.6521739130434783,2
184,sq/ads_G♯5_60.wav,sq/ads,G♯,5,G♯5,830.6093951598903,0.72,4.444444444444445,0.782608695652174,2
185,sq/ads_D5_61.wav,sq/ads,D,5,D5,587.3295358348151,0.2,1.0,0.391304347826087,2
186,sq/ads_F5_62.wav,sq/ads,F,5,F5,698.4564628660078,0.15,8.333333333333334,0.391304347826087,2
187,sq/ads_G3_63.wav,sq/ads,G,3,G3,195.99771799087463,1.12,2.1875,0.7391304347826086,2
188,sq/ads_C6_64.wav,sq/ads,C,6,C6,1046.5022612023945,0.0,0.0,0.4782608695652174,2
189,sq/ads_A6_65.wav,sq/ads,A,6,A6,1760.0,1.62,2.5,0.8695652173913043,2
190,sq/ads_A♯5_66.wav,sq/ads,A♯,5,A♯5,932.3275230361799,0.6,8.333333333333334,0.7391304347826086,2
191,sq/ads_G3_67.wav,sq/ads,G,3,G3,195.99771799087463,0.49,5.0,0.6521739130434783,2
192,sq/ads_D♯2_68.wav,sq/ads,D♯,2,D♯2,77.78174593052023,0.6,0.75,0.6521739130434783,2
193,sq/ads_C3_69.wav,sq/ads,C,3,C3,130.8127826502993,0.0,0.0,0.43478260869565216,2
194,sq/ads_G♯5_70.wav,sq/ads,G♯,5,G♯5,830.6093951598903,0.32,10.0,0.5652173913043478,2
195,sq/ads_G6_71.wav,sq/ads,G,6,G6,1567.981743926997,1.12,2.1875,0.7391304347826086,2
196,sq/ads_G3_72.wav,sq/ads,G,3,G3,195.99771799087463,0.14,17.5,0.43478260869565216,2
197,sq/ads_G3_73.wav,sq/ads,G,3,G3,195.99771799087463,0.14,17.5,0.43478260869565216,2
198,sq/ads_D♯6_74.wav,sq/ads,D♯,6,D♯6,1244.5079348883237,0.3,1.5,0.43478260869565216,2
199,sq/ads_F4_75.wav,sq/ads,F,4,F4,349.2282314330039,0.9,1.3888888888888888,0.6956521739130435,2
200,sq/ads_F♯5_76.wav,sq/ads,F♯,5,F♯5,739.9888454232688,0.24,7.5,0.4782608695652174,2
201,sq/ads_G♯6_77.wav,sq/ads,G♯,6,G♯6,1661.2187903197805,0.8,4.0,0.8260869565217391,2
202,sq/ads_C♯2_78.wav,sq/ads,C♯,2,C♯2,69.29565774421802,0.06,0.8333333333333333,0.2608695652173913,2
203,sq/ads_A♯5_79.wav,sq/ads,A♯,5,A♯5,932.3275230361799,0.4,12.5,0.6521739130434783,2
204,sq/ads_G♯4_80.wav,sq/ads,G♯,4,G♯4,415.3046975799451,0.4,8.0,0.6086956521739131,2
205,sq/ads_A6_81.wav,sq/ads,A,6,A6,1760.0,0.63,6.428571428571429,0.7391304347826086,2
206,sq/ads_D3_82.wav,sq/ads,D,3,D3,146.8323839587038,0.28,0.7142857142857142,0.4782608695652174,2
207,sq/ads_C♯2_83.wav,sq/ads,C♯,2,C♯2,69.29565774421802,0.08,0.625,0.30434782608695654,2
208,sq/ads_D♯5_84.wav,sq/ads,D♯,5,D♯5,622.2539674441618,0.03,15.0,0.21739130434782608,2
209,sq/ads_A♯5_85.wav,sq/ads,A♯,5,A♯5,932.3275230361799,0.8,6.25,0.6956521739130435,2
210,sq/ads_F5_86.wav,sq/ads,F,5,F5,698.4564628660078,0.1,12.5,0.34782608695652173,2
211,sq/ads_A♯3_87.wav,sq/ads,A♯,3,A♯3,233.08188075904496,0.5,10.0,0.6956521739130435,2
212,sq/ads_G4_88.wav,sq/ads,G,4,G4,391.99543598174927,0.56,4.375,0.5652173913043478,2
213,sq/ads_D5_89.wav,sq/ads,D,5,D5,587.3295358348151,0.18,1.1111111111111112,0.5217391304347826,2
214,sq/ads_G♯5_90.wav,sq/ads,G♯,5,G♯5,830.6093951598903,0.32,10.0,0.5652173913043478,2
215,sq/ads_D♯3_91.wav,sq/ads,D♯,3,D♯3,155.56349186104046,0.48,0.9375,0.5652173913043478,2
216,sq/ads_G♯5_92.wav,sq/ads,G♯,5,G♯5,830.6093951598903,0.48,6.666666666666666,0.5652173913043478,2
217,sq/ads_A♯4_93.wav,sq/ads,A♯,4,A♯4,466.1637615180899,1.0,5.0,0.7391304347826086,2
218,sq/ads_C6_94.wav,sq/ads,C,6,C6,1046.5022612023945,0.0,0.0,0.13043478260869565,2
219,sq/ads_F2_95.wav,sq/ads,F,2,F2,87.30705785825097,0.4,3.125,0.4782608695652174,2
220,sq/ads_A♯6_96.wav,sq/ads,A♯,6,A♯6,1864.6550460723597,1.0,5.0,0.7391304347826086,2
221,sq/ads_G♯6_97.wav,sq/ads,G♯,6,G♯6,1661.2187903197805,0.48,6.666666666666666,0.5652173913043478,2
222,sq/ads_G♯6_98.wav,sq/ads,G♯,6,G♯6,1661.2187903197805,0.16,20.0,0.4782608695652174,2
223,sq/ads_A4_99.wav,sq/ads,A,4,A4,440.0,0.36,11.25,0.6086956521739131,2
224,sq/ads_B2_100.wav,sq/ads,B,2,B2,123.47082531403103,1.76,3.4375,0.9130434782608695,2
225,sq/ads_C4_101.wav,sq/ads,C,4,C4,261.6255653005986,0.0,0.0,0.34782608695652173,2
226,sq/ads_C♯5_102.wav,sq/ads,C♯,5,C♯5,554.3652619537442,0.03,1.6666666666666665,0.21739130434782608,2
227,sq/ads_C3_103.wav,sq/ads,C,3,C3,130.8127826502993,0.0,0.0,0.17391304347826086,2
228,sq/ads_D2_104.wav,sq/ads,D,2,D2,73.41619197935188,0.08,2.5,0.30434782608695654,2
229,sq/ads_C3_105.wav,sq/ads,C,3,C3,130.8127826502993,0.0,0.0,0.4782608695652174,2
230,sq/ads_C♯2_106.wav,sq/ads,C♯,2,C♯2,69.29565774421802,0.16,0.3125,0.4782608695652174,2
231,sq/ads_D4_107.wav,sq/ads,D,4,D4,293.6647679174076,0.2,1.0,0.5652173913043478,2
232,sq/ads_E6_108.wav,sq/ads,E,6,E6,1318.5102276514797,0.32,2.5,0.43478260869565216,2
