,file_name,sine_wave,sine_freq,square_wave,square_freq,saw_wave,saw_freq,triangle_wave,triangle_freq,note,octave,note_octave,attack_duration,decay_duration,sustain_level,sustain_duration,release_duration
20,multi_C♯4_1521,1,278.7644814962739,1,281.7942888366702,1,271.6528346436847,0,0,C♯,4,C♯4,4.198547397643116,3.0975215081603507,0.8811224519706854,1.743635721221207,0.9602953729753257
21,multi_A♯8_1522,1,7316.606572112826,1,7320.0772829518655,1,7525.914921155021,1,7483.336894734455,A♯,8,A♯8,0.018900634870066546,0.08566463615156228,0.5663004654718987,3.536670485029063,0.2823532086853564
22,multi_F7_1523,0,0,1,2750.5696339598444,0,0,0,0,F,7,F7,3.3603202403109536,1.8229901999593936,0.23638956900821473,3.3807390582498256,1.435950501479827
23,multi_A5_1524,1,865.3146760426735,1,863.5260532722922,1,870.437399949816,1,867.9509261751572,A,5,A5,3.5943216159874236,2.9269453131010414,0.07587351782192919,0.6815299252112955,2.797203145700239
24,multi_C8_1525,1,4174.518847161201,1,4206.512179387794,1,4133.780617866408,1,4219.931775057885,C,8,C8,1.892741911995483,2.397379687352097,0.1565202320775343,2.9150726725568252,2.7948057280955965
25,multi_B3_1526,1,243.4305877197366,0,0,0,0,0,0,B,3,B3,3.083447698367314,3.917695234541106,0.5796555459739285,0.48632789309606017,1.583364837077853
26,multi_F7_1527,0,0,0,0,1,2748.714890519401,0,0,F,7,F7,4.91671950971413,3.720010608756864,0.7653128523782777,0.08839566463880622,0.5082934034444175
27,multi_C8_1528,1,4227.290437210724,1,4116.811172261428,0,0,0,0,C,8,C8,3.792882852009296,0.7032681049922714,0.9954294222283172,2.5662329512144995,2.937616091783933
28,multi_A♯6_1529,0,0,0,0,1,1840.294670960802,0,0,A♯,6,A♯6,2.7439715125283053,1.454780544928692,0.050938492107682976,3.1278362957629677,2.673411646780035
29,multi_G9_1530,0,0,0,0,1,12500.130530842785,0,0,G,9,G9,3.0987758049677607,2.439618539531497,0.9544508211041758,3.427957401774918,1.0336482537258227
30,multi_C7_1531,1,2093.581104695951,1,2126.054004503399,0,0,0,0,C,7,C7,4.277713960522858,0.04310601434872885,0.8966628358969562,0.12648903279628698,2.669793500789236
31,multi_G♯3_1532,1,208.2244325291989,1,210.1362681436222,1,205.86450640269507,1,206.95955560008363,G♯,3,G♯3,1.7010275904952188,3.242590656198224,0.17465651947235616,2.681629218372257,2.3747525349342986
32,multi_F5_1533,1,708.4386070289229,1,697.7100087802097,1,684.5206564783258,1,688.1333452824229,F,5,F5,1.8888742275363253,1.3810944570321448,0.8605479098357051,4.0887336076239436,1.1620024842417624
33,multi_D1_1534,0,0,1,37.37560876320288,1,36.03863341481755,1,36.61229327502674,D,1,D1,1.2229715842040172,4.05728240103759,0.3405801929234774,3.259507822340492,1.4602381924179006
34,multi_G6_1535,1,1584.0130459953293,0,0,1,1561.6040314021868,1,1593.7894947168897,G,6,G6,1.98909553316858,0.3298902150519728,0.15258801398463195,2.0653687543505326,2.308404257218446
35,multi_E4_1536,0,0,0,0,0,0,1,327.5703285666159,E,4,E4,4.905552455039386,0.5697382030964249,0.013750677659153498,0.2196112803912914,3.4936822500789577
36,multi_C7_1537,1,2100.8116405072196,0,0,0,0,1,2084.564408770182,C,7,C7,1.2560623268868554,2.11513443579039,0.27649165272450527,1.1308487126529037,4.697324188324278
37,multi_F♯7_1538,0,0,1,2944.9349148365714,1,2911.2093973609244,1,2973.425423103158,F♯,7,F♯7,1.718475948631482,0.0800970948082147,0.9587556923981635,2.247600323322808,3.8410584572620126
38,multi_A6_1539,1,1748.689715970629,1,1791.7974933315097,0,0,0,0,A,6,A6,0.6586166334653833,3.257267293764912,0.2408883601165548,1.238173830751162,4.845942242018542
39,multi_C8_1540,1,4216.361535554349,1,4170.608767152334,1,4131.862805767675,1,4169.0779588735095,C,8,C8,3.441312499509382,0.3915730007597573,0.7763758625162034,2.341943207710247,2.9549745662441733
40,multi_B7_1541,0,0,1,3996.6231693468276,1,3997.444182864804,0,0,B,7,B7,0.7035217914443072,3.48169615653915,0.5430370840235675,1.9405400100112402,3.8742420420053008
41,multi_G♯9_1542,1,13125.12934779321,1,13153.29005615826,1,13419.61018910991,0,0,G♯,9,G♯9,0.6727258252390239,4.7863034520421435,0.15891197786313493,3.2384997342769366,0.9905747926700803
42,multi_B6_1543,1,1944.403808836184,1,2009.8670849482014,1,1945.3650452280046,0,0,B,6,B6,2.216373291769913,2.1012696389213117,0.5113331011633959,2.78367698218414,2.898680087124635
43,multi_C♯3_1544,1,140.88634061191084,1,140.2698345025339,1,138.86015040948007,1,138.13624574162665,C♯,3,C♯3,1.4993748906877122,2.786792508502457,0.4409211946466467,2.5134746915928305,3.200357909217001
44,multi_E3_1545,1,163.91977785963812,0,0,0,0,0,0,E,3,E3,1.5992773620461698,1.3436212439552586,0.6631118509877477,3.474157388606046,2.4937144124730066
45,multi_C♯1_1546,0,0,0,0,0,0,1,34.513222026762314,C♯,1,C♯1,0.3626135367270533,4.069980916560908,0.3899480959381939,0.6033710368275669,2.6996008334978745
46,multi_E6_1547,1,1338.2151711870501,1,1296.1271875257087,0,0,1,1331.5208638570657,E,6,E6,1.1262147770243491,0.8276969033970982,0.25987927584203296,4.708849600860306,0.026322576060610614
47,multi_D5_1548,0,0,1,584.6239393233624,0,0,0,0,D,5,D5,3.207201699055501,0.01597379153200751,0.03514637446673052,4.312405679475598,2.464418829936894
48,multi_E2_1549,1,81.75965129668896,1,82.90446042748943,1,82.49197726224195,1,82.53233973595133,E,2,E2,3.389316438149045,2.6601537418016488,0.419724788265444,2.5284144538307958,1.4221153662185113
49,multi_D8_1550,1,4718.30565487317,0,0,0,0,0,0,D,8,D8,3.6524802745657894,1.909538494664103,0.48183377838815644,3.9455841650656827,0.4923970657044266
50,multi_A♯1_1551,0,0,1,57.71049265514774,0,0,1,58.21955951061018,A♯,1,A♯1,3.4976343186977377,2.1234191187833122,0.7745335187864623,2.115159178608038,1.1908403203784408
51,multi_A♯2_1552,1,117.21893777067372,1,117.40856990733059,1,115.53609679261116,1,115.24695393798919,A♯,2,A♯2,2.728322329468031,1.0916434613630936,0.7945679169195216,3.298126392372454,2.881907816796422
52,multi_F8_1553,0,0,1,5608.120603427115,1,5646.771765198624,1,5676.1290075803345,F,8,F8,2.195294197673195,2.3219265354941374,0.21478459546719764,1.6498088197314393,1.2513057975167208
53,multi_F9_1554,1,11078.337872656464,1,11062.639015304734,1,10970.114429365434,1,11097.321527374008,F,9,F9,3.18748525647064,0.25689973322958637,0.8765040518643274,0.2703737672982015,0.608594061650024
54,multi_G6_1555,0,0,0,0,1,1567.822330554202,0,0,G,6,G6,2.279800832377262,3.5768408684355415,0.6683776224296795,0.8822234405751742,3.2611348586120226
55,multi_D1_1556,1,36.44629505742379,1,37.116320957309135,0,0,0,0,D,1,D1,0.5088863578832059,4.926550252987026,0.3430561834525908,0.8617124898474215,3.3666732691176025
56,multi_E2_1557,1,81.59605774841525,1,81.79217966063268,1,81.99632329207233,1,83.65452160319859,E,2,E2,3.902762902075164,3.187316467565427,0.36482879080964903,1.9219881936322376,0.9879324367271711
57,multi_F8_1558,1,5592.31222592002,1,5501.035726426709,1,5492.123660533958,1,5648.150223881943,F,8,F8,0.6204039000670419,0.9743373895299812,0.33056949284654047,2.223255588411463,0.9408960565080593
58,multi_C♯9_1559,0,0,1,8951.271627003196,0,0,1,8814.680389407771,C♯,9,C♯9,0.5473043114045606,4.544794983242408,0.0434009698309602,1.948605269426571,0.6156575056123209
59,multi_A♯3_1560,1,233.21769006563278,1,233.8429470059991,0,0,0,0,A♯,3,A♯3,4.046193261456433,2.761001520486723,0.15130554793756146,1.6740930533850968,1.518712164671748
60,multi_F2_1561,1,87.23136073279187,0,0,1,88.18342048568525,0,0,F,2,F2,3.662387148976394,2.749208197792494,0.27665122884951954,0.8571219648008361,2.7312826884302757
61,multi_F♯3_1562,1,183.20858286996258,1,182.22176065136935,1,188.38811946563888,1,186.75462937860507,F♯,3,F♯3,2.4375514055389056,2.7876602014462804,0.883827682598309,0.9686155524808786,3.8061728405339355
62,multi_D6_1563,0,0,0,0,1,1170.086595616231,0,0,D,6,D6,0.8305022993087968,3.03731159379593,0.6592963924361587,1.579651093374792,2.73823383408341
63,multi_C2_1564,1,66.64098187006849,1,65.64836957155114,0,0,0,0,C,2,C2,4.074803940913587,0.13950936882531817,0.3508554221130872,3.931552288556305,1.8541344017047894
64,multi_C4_1565,1,264.1106329756516,1,257.7356789507753,1,259.134179883088,1,265.16396244223506,C,4,C4,4.547605918235615,2.699412926176045,0.6714693274221977,0.3092508730585486,0.39990253376889107
65,multi_C♯1_1566,0,0,1,34.148765169664536,0,0,0,0,C♯,1,C♯1,4.449003117560939,1.7172160719985836,0.1257046675483583,0.07620330473635806,2.3945712634456893
66,multi_C♯4_1567,1,278.03508118619874,1,279.79137681814495,1,278.1047324693854,1,277.18703357078016,C♯,4,C♯4,4.218309136326661,2.2676742488740826,0.46515089744948224,1.1582239126687255,0.5814738770868527
67,multi_C♯8_1568,1,4402.095287419867,0,0,1,4366.562972882522,1,4456.479940836067,C♯,8,C♯8,2.559357330035719,2.3106665180537185,0.7365851746106961,1.0518532041797182,4.078122947730844
68,multi_B4_1569,1,491.52636509623943,0,0,1,499.1959295750724,1,497.37963608662824,B,4,B4,3.077129657520466,3.400172842799695,0.0028926440935909126,2.6843094015609608,0.8383880981188802
69,multi_C♯3_1570,1,139.31329726219073,0,0,0,0,0,0,C♯,3,C♯3,2.671024869499098,1.2365304315190058,0.7608074323134806,4.5857393985931445,1.5067053003887534
70,multi_D2_1571,1,74.47925388603885,0,0,1,72.21681444111363,0,0,D,2,D2,2.5785053709326484,3.081289071581777,0.21827570260499096,1.8419746635935426,2.498230893892033
71,multi_C♯9_1572,1,8733.185637944855,1,8732.290650318912,0,0,1,8949.834697448856,C♯,9,C♯9,1.7266339503305508,3.019339802526644,0.31286855919102363,2.8338541306748253,2.4201721164679806
72,multi_G♯8_1573,1,6594.504653241893,1,6637.09406142143,0,0,1,6583.341342015771,G♯,8,G♯8,3.027937529279941,0.018009731083922786,0.5999168598286332,1.361149955534161,4.300236584222203
73,multi_D♯2_1574,1,77.05136905768619,1,76.88983429463698,1,77.93612253572533,0,0,D♯,2,D♯2,1.8846423133960013,2.922922810924715,0.6726348290106238,2.2696580397530006,2.922776835926284
74,multi_G♯2_1575,1,102.65476699621529,1,101.83422082344451,0,0,0,0,G♯,2,G♯2,1.2492613483675523,2.1075255402890867,0.6528667717642508,4.612735405518673,2.030477705824688
75,multi_C6_1576,1,1035.9290501045532,0,0,0,0,0,0,C,6,C6,4.2256199706915165,3.4633794207721205,0.3476795982805593,0.3382999451626195,1.9727006633737447
76,multi_G♯6_1577,1,1651.018712782674,1,1687.0897729209685,0,0,1,1693.0550362201807,G♯,6,G♯6,1.406049732191312,3.617467060974409,0.7746623842792189,2.3202501712426757,0.39014299647375295
77,multi_G1_1578,1,48.68814788372984,0,0,0,0,0,0,G,1,G1,1.4952460747623282,1.7726854741457636,0.5438956977851297,1.176615606942173,2.093557698442173
78,multi_C♯8_1579,0,0,0,0,1,4501.120161183314,0,0,C♯,8,C♯8,0.04818511701822292,0.258495910306728,0.17230038295009797,3.1209587154489418,3.3973052173226277
79,multi_F7_1580,1,2751.162870919622,1,2801.957431837106,1,2833.703742548037,0,0,F,7,F7,1.6988345581790605,1.812527198206158,0.1742516525108293,3.049294437057301,3.408919999225597
80,multi_C♯8_1581,1,4500.812911184177,1,4415.148112336304,0,0,1,4423.262800349294,C♯,8,C♯8,3.167362616869734,3.3682188626061373,0.1347092514664917,1.4718508137743074,1.9925677067498226
81,multi_C♯4_1582,1,282.70830643613823,0,0,0,0,1,282.2354113615213,C♯,4,C♯4,1.9437192127050487,2.6803421281525073,0.04737184009167006,1.9334191454556697,3.442519513686774
82,multi_F♯1_1583,1,45.59393667177968,1,47.03142879893529,1,45.60437481514666,1,46.721900257451935,F♯,1,F♯1,2.5436117594313865,1.0506338955134475,0.3094885468740941,1.5623701060843693,2.253543871522859
83,multi_D4_1584,0,0,1,296.71983108973706,0,0,0,0,D,4,D4,3.1396107142660643,1.3709942707366871,0.3879689034079986,2.317657771048042,3.1717372439492078
84,multi_C♯1_1585,1,34.22079232006975,1,33.95804715050424,0,0,1,34.11113625603788,C♯,1,C♯1,0.1596587743625849,0.5458080891874223,0.7604589195927299,4.753046707409789,0.013774229907677626
85,multi_E1_1586,1,41.12122478718029,1,40.62724192292058,0,0,0,0,E,1,E1,1.875517862601423,4.7716403267634915,0.9540295280734221,1.1509862546287413,2.201855556006345
86,multi_F♯6_1587,0,0,0,0,1,1502.7038054339162,0,0,F♯,6,F♯6,1.009356097427655,3.3624575194313664,0.4703747346634968,0.6889094270301682,4.284632969782484
87,multi_F9_1588,0,0,0,0,0,0,1,11105.090801770732,F,9,F9,2.0313897877176275,1.5808383480637824,0.9070697478091603,3.1219293629335065,3.265842501285084
88,multi_D♯6_1589,0,0,1,1262.1120983195794,0,0,0,0,D♯,6,D♯6,2.690314060604457,2.8394614071486886,0.22558282922216744,2.5550791860382134,1.9151453462086412
89,multi_F9_1590,0,0,1,11293.95788021823,0,0,0,0,F,9,F9,3.0025357597973725,3.0596554681679526,0.9647215760954915,1.6595025345383747,2.278306237496302
90,multi_A♯3_1591,1,236.14318250362572,1,229.84695431413468,1,229.4181062940104,0,0,A♯,3,A♯3,3.482116132178781,0.5681582035624622,0.10711131445259181,1.8915811850593713,4.0581444791993855
91,multi_D♯7_1592,0,0,1,2521.800679036935,1,2507.0969806271164,1,2474.5235886743094,D♯,7,D♯7,3.323508084713208,3.163074702927653,0.19782010085279944,1.3721704046766123,2.141246807682528
92,multi_B4_1593,0,0,1,491.7158154303805,1,485.837863710474,1,492.7297660833124,B,4,B4,0.2913850259462064,0.239172578828592,0.1176390294370705,3.767386111421575,3.681891702461208
93,multi_G2_1594,1,97.23264913406521,1,98.7206682212373,1,96.2323965891076,0,0,G,2,G2,2.26614620276198,1.3310943883819166,0.17489259235196786,0.780917042792606,4.090246257359124
94,multi_D5_1595,1,588.7830081128078,1,582.4083224878771,0,0,1,593.5641308298922,D,5,D5,3.320288964986369,3.9155204575931855,0.19222151869766546,1.378297907936438,1.3858926694840075
95,multi_D9_1596,0,0,1,9555.622680197015,1,9326.832576460309,1,9305.769167884242,D,9,D9,0.8740303926973869,2.165497195661246,0.9729321824277162,0.12250321923977125,3.970690688403698
96,multi_E1_1597,0,0,0,0,1,41.905612656455546,1,41.71754085772997,E,1,E1,2.392262921082579,1.5722178050403786,0.6862069261292195,2.199885832580252,3.835633441296791
97,multi_B6_1598,1,1987.1734870092791,0,0,0,0,0,0,B,6,B6,0.025879410556320925,1.277652633774164,0.4228904902456848,1.0272214031878257,3.6452679749525423
98,multi_F♯8_1599,1,6034.183943363122,0,0,1,5847.6237298687965,1,5972.83615753049,F♯,8,F♯8,0.36202823211311463,0.44265571681013083,0.05741606375495378,0.9281681110444812,1.3966568021035126
99,multi_D♯5_1600,0,0,0,0,1,619.5938565997789,0,0,D♯,5,D♯5,3.41178188504386,0.017472915732232308,0.24453209116111696,3.346719833352729,2.6913777615870464
100,multi_E2_1601,1,81.36787517778838,1,82.76077333189438,1,80.8979537462474,0,0,E,2,E2,3.642123800786873,1.005536188359475,0.8975041066780128,2.820080173266384,2.5322598375872682
101,multi_E3_1602,1,164.10447531655817,1,166.493942179649,1,161.69840660169731,1,161.62366092512985,E,3,E3,3.6741232479258406,3.3445743197772533,0.578859731431893,0.07686717693984824,2.2269378916072826
102,multi_E6_1603,0,0,0,0,1,1331.254085087124,1,1334.7371004536324,E,6,E6,2.8859668291196137,1.1258104875827084,0.21896969900367125,3.0381979998601456,2.9500246834375323
103,multi_E2_1604,1,82.43597741187396,1,81.12863616892346,1,81.14715148738502,1,81.32693220264234,E,2,E2,1.2736163388569652,1.94804558710557,0.4045081877983491,3.5550620672487585,3.2232760067887054
104,multi_A4_1605,1,443.4688976139907,1,446.43715925686513,1,437.6910644371308,1,436.72392000676797,A,4,A4,0.9212958081878886,3.200536455633146,0.3906871738702209,1.7939405166233624,2.3883332024635617
105,multi_A♯5_1606,1,937.4786789864096,1,935.2535624980508,1,921.5318568843849,1,939.7052783161611,A♯,5,A♯5,0.916282990679308,2.4840451398852648,0.22683823345389598,2.429984164001234,1.2569174834574304
106,multi_E8_1607,0,0,1,5219.2608681531665,0,0,0,0,E,8,E8,3.572584144423413,2.4328338552899766,0.17882301352960228,0.46660143416779865,3.5279805661188135
107,multi_C♯2_1608,0,0,0,0,1,68.83310180801318,0,0,C♯,2,C♯2,1.2271591870131824,1.9843033468687754,0.1712147611396968,3.1969144875554787,3.591622978562564
108,multi_C5_1609,0,0,0,0,1,519.2458890978096,0,0,C,5,C5,3.3856367463071533,0.8593532153774812,0.07249357286108704,3.433422457732269,2.3215875805830963
109,multi_F6_1610,1,1401.6174836318014,0,0,0,0,0,0,F,6,F6,2.1373214515731256,3.4632573496468275,0.8659680410835994,2.961296205343282,1.4381249934367664
110,multi_F♯8_1611,0,0,1,6023.860399300461,1,5828.4853275138385,1,5866.548201566611,F♯,8,F♯8,2.253288595901641,0.10974383204903071,0.9783951095531744,0.9887070108101748,4.513322503841565
111,multi_D♯1_1612,0,0,0,0,0,0,1,38.23098004148971,D♯,1,D♯1,2.0966677833427623,2.365864960385905,0.53435543352384,0.9109215677207777,3.423486873651607
112,multi_F6_1613,1,1377.0739494170487,0,0,1,1409.143461738073,1,1399.954078619324,F,6,F6,3.051914508219964,2.569178687918967,0.550973687891122,2.2888486080174197,2.0900581958436484
113,multi_B6_1614,1,1949.4787948347866,1,1974.5795658344623,1,1950.3387328913686,0,0,B,6,B6,1.5305472698355993,2.2154458085487665,0.5427847052092288,1.2776396223022413,0.3633236398557399
114,multi_G♯6_1615,1,1683.6009494215027,1,1640.6297102551973,0,0,0,0,G♯,6,G♯6,0.46478063043500456,2.3867478664851305,0.2840800625454124,3.459948436747034,3.6885230663328294
115,multi_A2_1616,0,0,1,110.86636421310219,1,110.88761468789701,1,109.53719469707464,A,2,A2,1.8085998798055574,1.1277496452963875,0.5024373782747318,1.4364209299889446,0.3141573352550231
116,multi_D♯4_1617,1,308.74176103321224,0,0,1,315.623981685709,1,314.4009745913682,D♯,4,D♯4,0.62656280675114,2.77862985607525,0.7687185944895001,3.340923730168664,3.253883607004947
117,multi_C♯6_1618,1,1127.9958492826852,1,1087.792884511223,1,1094.1423986887962,1,1122.296668692929,C♯,6,C♯6,0.907262283457137,0.4699281099105235,0.8529094493659582,2.670383979294062,3.9661953450868523
118,multi_G5_1619,0,0,0,0,1,778.4839420741803,1,774.588577756073,G,5,G5,0.1389676098600784,0.3847257408052751,0.9854085714790989,4.155337221317131,2.7170998433908515
119,multi_A♯1_1620,1,58.751651092218324,1,57.191139867404914,1,58.10402615439289,1,59.41980121363283,A♯,1,A♯1,2.0084023945925455,2.5509625261467503,0.14179768667415216,2.0351910517424026,1.2859039350326413
120,multi_F7_1621,0,0,1,2770.158124806822,0,0,1,2802.050626584933,F,7,F7,1.9313430051206526,2.21669523163238,0.5566938581284585,0.5080515331717766,4.288770577284041
121,multi_D1_1622,1,37.09907619293487,0,0,1,37.17120609706411,0,0,D,1,D1,0.9843940888066011,4.067742395609856,0.8976175406686236,4.450705795846524,0.4680007405112052
122,multi_E8_1623,1,5252.7198079752725,1,5360.806966446231,1,5217.632632170369,1,5295.413038028171,E,8,E8,0.19308794875127655,2.151933377552715,0.15427675736037216,0.8990857892895132,1.9934934933268393
123,multi_D♯5_1624,1,611.3084614955412,1,623.9736275156055,1,618.5397283165626,1,629.0026036400839,D♯,5,D♯5,0.8276049421852449,2.3213020395559347,0.3767214740626824,1.623001215730437,4.986292336880095
124,multi_C♯1_1625,1,34.403719319234746,0,0,1,34.73490664326524,0,0,C♯,1,C♯1,4.309281355450502,1.0351614728317857,0.2707646579932683,4.570516907750694,0.08504026396701843
125,multi_E3_1626,1,167.75981879446385,1,164.5508860410336,0,0,1,166.63443531560887,E,3,E3,2.9331072393320157,2.5813950552682523,0.6891444525943592,2.033855032168428,1.8923124829819349
126,multi_A♯4_1627,0,0,1,459.7953503437762,0,0,0,0,A♯,4,A♯4,1.7769263491141034,3.4060621907349113,0.047747367288769826,3.1587105961429836,1.6583008640080015
127,multi_C3_1628,1,131.00026941084408,1,130.11692323061146,1,129.61793338131835,0,0,C,3,C3,0.7374940000987398,4.180900118288585,0.39214237196814916,2.3337927753801666,2.747813106232508
128,multi_F♯4_1629,1,364.19018618869984,0,0,0,0,0,0,F♯,4,F♯4,0.9193752906921772,1.9713905266132146,0.8560356922725111,3.7201406903326357,3.3890934923619715
129,multi_B3_1630,0,0,1,247.31538740499835,0,0,0,0,B,3,B3,3.1174551514413023,1.823341690782327,0.12209944714716603,0.23571788502457725,0.294757883940831
130,multi_D♯8_1631,1,5060.120268062757,1,4892.1109823456445,1,5060.926509473738,1,4944.353909174654,D♯,8,D♯8,4.170388525832071,2.167221274520634,0.791596620927617,2.3147982071611537,1.347591992486142
131,multi_G♯3_1632,1,204.31465945093478,0,0,0,0,0,0,G♯,3,G♯3,4.246527000674602,0.38030812091479216,0.18333832827559426,1.2918359802613024,4.081328898149304
132,multi_C♯5_1633,1,546.3760247130882,0,0,0,0,1,553.438097267492,C♯,5,C♯5,0.9424502748260817,1.615362575663397,0.2888483658629831,4.61271073320147,2.8294764163090504
133,multi_D♯2_1634,0,0,0,0,0,0,1,78.66103344269342,D♯,2,D♯2,3.364991504397759,2.2292579188729538,0.22910293070752308,3.2603366880213054,1.1454138887079823
134,multi_B6_1635,1,1945.1158872562175,1,1982.2906977864834,1,1992.222992373557,1,2009.5886281622695,B,6,B6,2.65650151799779,1.9534699993954678,0.7850291621941138,3.5621060878326287,0.8767230052497549
135,multi_G2_1636,1,99.41547503307899,1,97.76589344762635,1,99.01124317822226,1,99.5660654912553,G,2,G2,3.535838974245942,0.2240164538664558,0.4914150876514066,2.4042708570361184,3.835873714851484
136,multi_G7_1637,0,0,0,0,1,3091.703682907877,1,3130.3016865962313,G,7,G7,0.5840401401172529,4.9576245528511675,0.04369131414703842,2.014555017750124,2.26769235613867
137,multi_G♯3_1638,1,211.54429792397931,0,0,1,210.50630516771864,1,205.20840660101717,G♯,3,G♯3,4.332196075292173,3.7729368502087826,0.9577915817515842,0.839289445297524,1.055577629201523
138,multi_G♯2_1639,1,102.3161407917414,0,0,1,105.23758583350892,0,0,G♯,2,G♯2,2.575266552405145,4.271550977408023,7.887339570034069e-05,2.500752518961445,0.6524299512253864
139,multi_C7_1640,1,2127.301722028621,1,2113.3671568174964,1,2087.903501320956,1,2098.929887732009,C,7,C7,4.024786154113835,0.021379937252609338,0.7011813809751632,2.912147519305362,3.0416863893281945
140,multi_C5_1641,1,533.5025227520907,1,516.4451636653446,1,531.61915264239,1,529.2298369270077,C,5,C5,3.6224531366320596,4.897010947514653,0.7635000848485773,0.12520351429136212,0.4236918050269828
141,multi_A5_1642,0,0,0,0,0,0,1,864.388162814891,A,5,A5,1.0838186440889435,0.06736569174576879,0.7781922393841296,1.4031172304526762,2.1489027056326067
142,multi_A♯4_1643,1,471.54079197999505,1,474.14180713951555,1,457.3469771346548,1,469.8158678833817,A♯,4,A♯4,2.533163141414055,3.8644495173879196,0.9611047079494031,2.921617523782168,0.6807698174158561
143,multi_A♯2_1644,0,0,0,0,1,115.85132462644331,0,0,A♯,2,A♯2,1.8269536495806378,1.3823454559287363,0.6768800633579162,1.5585669375957212,4.198469568089365
